DISPLAY NAME	CLASS NAME	CARGO BUCKET	SPAWN COMMAND
Micro UZI PDW	CUP_hgun_MicroUzi	WEAPON	addWeaponCargoGlobal
Mk23 SOCOM	CUP_hgun_Mk23	WEAPON	addWeaponCargoGlobal
MP7A1	CUP_hgun_MP7	WEAPON	addWeaponCargoGlobal
MP7A1 (Desert)	CUP_hgun_MP7_desert	WEAPON	addWeaponCargoGlobal
MP7A1 (Woodland)	CUP_hgun_MP7_woodland	WEAPON	addWeaponCargoGlobal
P30L	CUP_hgun_P30L_blk	WEAPON	addWeaponCargoGlobal
P30L Match	CUP_hgun_P30L_Match_blk	WEAPON	addWeaponCargoGlobal
P30L Match (Olive)	CUP_hgun_P30L_Match_od	WEAPON	addWeaponCargoGlobal
P30L Match (Tan)	CUP_hgun_P30L_Match_tan	WEAPON	addWeaponCargoGlobal
P30L (Olive)	CUP_hgun_P30L_od	WEAPON	addWeaponCargoGlobal
P30L (Tan)	CUP_hgun_P30L_tan	WEAPON	addWeaponCargoGlobal
PB 6P9	CUP_hgun_PB6P9	WEAPON	addWeaponCargoGlobal
CZ 75 PHANTOM	CUP_hgun_Phantom	WEAPON	addWeaponCargoGlobal
PMM-12	CUP_hgun_PMM	WEAPON	addWeaponCargoGlobal
Sa vz. 61	CUP_hgun_SA61	WEAPON	addWeaponCargoGlobal
Sa vz. 61 (RIS)	CUP_hgun_SA61_RIS	WEAPON	addWeaponCargoGlobal
Smith & Wesson M&P R8 Model 327	CUP_hgun_SWM327MP	WEAPON	addWeaponCargoGlobal
Taurus Tracker Model 455	CUP_hgun_TaurusTracker455	WEAPON	addWeaponCargoGlobal
Taurus Tracker Model 455 (Gold)	CUP_hgun_TaurusTracker455_gold	WEAPON	addWeaponCargoGlobal
TEC9	CUP_hgun_TEC9	WEAPON	addWeaponCargoGlobal
TEC9 (Full Auto)	CUP_hgun_TEC9_FA	WEAPON	addWeaponCargoGlobal
TT-33	CUP_hgun_TT	WEAPON	addWeaponCargoGlobal
Uzi	CUP_hgun_UZI	WEAPON	addWeaponCargoGlobal
ParamilitaryÂ Clothes Shirt/PantsÂ w/GlovesÂ (MCam/OD)	CUP_I_B_PARA_Unit_1	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/PantsÂ (M81Â Sudan/DBDU)	CUP_I_B_PARA_Unit_10	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/Pants (DCU/MTP)	CUP_I_B_PARA_Unit_11	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/Pants (DDPM/MTP)	CUP_I_B_PARA_Unit_12	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/Pants (DDPM)	CUP_I_B_PARA_Unit_13	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/Pants (MTP/DDPM)	CUP_I_B_PARA_Unit_14	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/Pants (MTP)	CUP_I_B_PARA_Unit_15	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/PantsÂ w/GlovesÂ (DCU/Khaki)	CUP_I_B_PARA_Unit_2	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/PantsÂ w/GlovesÂ (MTP/DCU)	CUP_I_B_PARA_Unit_3	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/PantsÂ w/GlovesÂ (M81/MTP)	CUP_I_B_PARA_Unit_4	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/Pants (4 Color DDPM/Khaki)	CUP_I_B_PARA_Unit_5	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/PantsÂ (DCU/M81)	CUP_I_B_PARA_Unit_6	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/PantsÂ (DBDU/DCU)	CUP_I_B_PARA_Unit_7	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/Pants w/Gloves (M81U/DCU)	CUP_I_B_PARA_Unit_8	ITEM	addItemCargoGlobal
ParamilitaryÂ Clothes Shirt/PantsÂ w/GlovesÂ (Fleck/M81)	CUP_I_B_PARA_Unit_9	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans (Plaid/Blue)	CUP_I_B_PMC_Unit_1	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans w/Kneepads/Gloves (Plaid 2/Black)	CUP_I_B_PMC_Unit_10	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans w/Kneepads/Gloves (Black/Khaki)	CUP_I_B_PMC_Unit_11	ITEM	addItemCargoGlobal
PMC Clothes Shirt/JeansÂ w/Kneepads/GlovesÂ (WineÂ Red/Blue)	CUP_I_B_PMC_Unit_12	ITEM	addItemCargoGlobal
PMC Clothes Shirt/CargopantsÂ (Black/Brown)	CUP_I_B_PMC_Unit_13	ITEM	addItemCargoGlobal
PMC Clothes Shirt/CargopantsÂ (Black/Dazzle)	CUP_I_B_PMC_Unit_14	ITEM	addItemCargoGlobal
PMC Clothes Shirt/CargopantsÂ (White/Brown)	CUP_I_B_PMC_Unit_15	ITEM	addItemCargoGlobal
PMC Clothes Shirt/CargopantsÂ (Sand/Woodland)	CUP_I_B_PMC_Unit_16	ITEM	addItemCargoGlobal
PMC Clothes Shirt/CargopantsÂ (Black)	CUP_I_B_PMC_Unit_17	ITEM	addItemCargoGlobal
PMC Clothes WinterÂ Jacket/PantsÂ (White)	CUP_I_B_PMC_Unit_18	ITEM	addItemCargoGlobal
PMC Clothes Hoodie/JeansÂ (Maroon/Blue)	CUP_I_B_PMC_Unit_19	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans (Plaid 2/Black)	CUP_I_B_PMC_Unit_2	ITEM	addItemCargoGlobal
PMC Clothes Hoodie/JeansÂ (Black)	CUP_I_B_PMC_Unit_20	ITEM	addItemCargoGlobal
PMC Clothes Hoodie/JeansÂ (Dazzle/Blue)	CUP_I_B_PMC_Unit_21	ITEM	addItemCargoGlobal
PMC Clothes Hoodie/JeansÂ (Camo/Khaki)	CUP_I_B_PMC_Unit_22	ITEM	addItemCargoGlobal
PMC Clothes Sweater/CargoÂ PantsÂ (Green/Brown)	CUP_I_B_PMC_Unit_23	ITEM	addItemCargoGlobal
PMC Clothes Sweater/CargoÂ PantsÂ (Black)	CUP_I_B_PMC_Unit_24	ITEM	addItemCargoGlobal
PMC Clothes WinterÂ Jacket/PantsÂ (HoodÂ down,Â white)	CUP_I_B_PMC_Unit_25	ITEM	addItemCargoGlobal
PMC Clothes WinterÂ Jacket/PantsÂ (Camo)	CUP_I_B_PMC_Unit_26	ITEM	addItemCargoGlobal
PMC Clothes WinterÂ Jacket/PantsÂ (HoodÂ down,Â camo)	CUP_I_B_PMC_Unit_27	ITEM	addItemCargoGlobal
PMC Clothes Sweater/CargoÂ PantsÂ (Arctic)	CUP_I_B_PMC_Unit_28	ITEM	addItemCargoGlobal
PMC Clothes WinterÂ Jacket/PantsÂ (CamoÂ 2)	CUP_I_B_PMC_Unit_29	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans (Black/Khaki)	CUP_I_B_PMC_Unit_3	ITEM	addItemCargoGlobal
PMC Clothes WinterÂ Jacket/PantsÂ (HoodÂ down,Â camoÂ 2)	CUP_I_B_PMC_Unit_30	ITEM	addItemCargoGlobal
PMC Clothes TacticalÂ Shirt/JeansÂ (Black/Blue)	CUP_I_B_PMC_Unit_31	ITEM	addItemCargoGlobal
PMC Clothes TacticalÂ Shirt/Jeans/GlovesÂ (Black/Black)	CUP_I_B_PMC_Unit_32	ITEM	addItemCargoGlobal
PMC Clothes WinterÂ Jacket/PantsÂ (White,Â noÂ flag)	CUP_I_B_PMC_Unit_33	ITEM	addItemCargoGlobal
PMC Clothes WinterÂ Jacket/PantsÂ (HoodÂ down,Â white,Â noÂ flag)	CUP_I_B_PMC_Unit_34	ITEM	addItemCargoGlobal
PMC Clothes T-Shirt/TacticalÂ PantsÂ (Black,Â UCP)	CUP_I_B_PMC_Unit_35	ITEM	addItemCargoGlobal
PMC Clothes Shirt/PantsÂ w/Kneepads/GlovesÂ (Olive/Khaki)	CUP_I_B_PMC_Unit_36	ITEM	addItemCargoGlobal
PMC Clothes Shirt/PantsÂ w/Kneepads/GlovesÂ (Plaid/Khaki)	CUP_I_B_PMC_Unit_37	ITEM	addItemCargoGlobal
PMC Clothes Shirt/PantsÂ w/Kneepads/GlovesÂ (Plaid/Charcoal)	CUP_I_B_PMC_Unit_38	ITEM	addItemCargoGlobal
PMC Clothes Shirt/PantsÂ w/GlovesÂ RolledÂ (Green/Khaki)	CUP_I_B_PMC_Unit_39	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans (Wine Red/Blue)	CUP_I_B_PMC_Unit_4	ITEM	addItemCargoGlobal
PMC Clothes Shirt/PantsÂ w/GlovesÂ RolledÂ (Burgundy/Charcoal)	CUP_I_B_PMC_Unit_40	ITEM	addItemCargoGlobal
PMC Clothes Shirt/PantsÂ w/GlovesÂ (Plaid/Khaki)	CUP_I_B_PMC_Unit_41	ITEM	addItemCargoGlobal
PMC Clothes Shirt/PantsÂ w/GlovesÂ (Black/Khaki)	CUP_I_B_PMC_Unit_42	ITEM	addItemCargoGlobal
PMC Clothes Shirt/PantsÂ w/GlovesÂ RolledÂ (Burberry/Grey)	CUP_I_B_PMC_Unit_43	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans w/Kneepads (Plaid/Blue)	CUP_I_B_PMC_Unit_5	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans w/Kneepads (Plaid 2/Black)	CUP_I_B_PMC_Unit_6	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans w/Kneepads (Black/Khaki)	CUP_I_B_PMC_Unit_7	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans w/Kneepads (Wine Red/Blue)	CUP_I_B_PMC_Unit_8	ITEM	addItemCargoGlobal
PMC Clothes Shirt/Jeans w/Kneepads/Gloves (Plaid/Blue)	CUP_I_B_PMC_Unit_9	ITEM	addItemCargoGlobal
Small IED (Urban)	CUP_IED_V1_M	MAGAZINE	addMagazineCargoGlobal
Large IED (Urban)	CUP_IED_V2_M	MAGAZINE	addMagazineCargoGlobal
Small IED (Dug-in)	CUP_IED_V3_M	MAGAZINE	addMagazineCargoGlobal
Large IED (Dug-in)	CUP_IED_V4_M	MAGAZINE	addMagazineCargoGlobal
9M39 Igla Missle	CUP_Igla_M	MAGAZINE	addMagazineCargoGlobal
26.5mm Illumination Green	CUP_IllumFlareGreen_265_M	MAGAZINE	addMagazineCargoGlobal
26.5mm Illumination Red	CUP_IllumFlareRed_265_M	MAGAZINE	addMagazineCargoGlobal
26.5mm Illumination White	CUP_IllumFlareWhite_265_M	MAGAZINE	addMagazineCargoGlobal
26.5mm Illumination Yellow	CUP_IllumFlareYellow_265_M	MAGAZINE	addMagazineCargoGlobal
40mm VG-40OP (Green illum. flare)	CUP_IlumFlareGreen_GP25_M	MAGAZINE	addMagazineCargoGlobal
40mm VG-40OP (Red illum. flare)	CUP_IlumFlareRed_GP25_M	MAGAZINE	addMagazineCargoGlobal
40mm VG-40OP (White illum. flare)	CUP_IlumFlareWhite_GP25_M	MAGAZINE	addMagazineCargoGlobal
CDF Dogtags	CUP_item_CDF_dogtags	ITEM	addItemCargoGlobal
Cobalt File	CUP_item_Cobalt_File	ITEM	addItemCargoGlobal
Kostey's map case	CUP_item_Kostey_map_case	ITEM	addItemCargoGlobal
Kostey's Notebook	CUP_item_Kostey_notebook	ITEM	addItemCargoGlobal
Kostey's Photos	CUP_item_Kostey_photos	ITEM	addItemCargoGlobal
Money	CUP_item_Money	ITEM	addItemCargoGlobal
Moscow Bombing File	CUP_item_Moscow_Bombing_File	ITEM	addItemCargoGlobal
FGM-148 Javelin Missile	CUP_Javelin_M	MAGAZINE	addMagazineCargoGlobal
[CSW] KORD Gun Bag	CUP_KORD_carry	WEAPON	addWeaponCargoGlobal
Strela-2 9K32	CUP_launch_9K32Strela	WEAPON	addWeaponCargoGlobal
APILAS	CUP_launch_APILAS	WEAPON	addWeaponCargoGlobal
Bunkerfaust 3 (DM32)	CUP_launch_BF3	WEAPON	addWeaponCargoGlobal
FIM-92F Stinger	CUP_launch_FIM92Stinger	WEAPON	addWeaponCargoGlobal
Panzerfaust 3 (DM12A1)	CUP_launch_HCPF3	WEAPON	addWeaponCargoGlobal
Igla 9K38	CUP_launch_Igla	WEAPON	addWeaponCargoGlobal
FGM-148 Javelin	CUP_launch_Javelin	WEAPON	addWeaponCargoGlobal
M136 Launcher	CUP_launch_M136	WEAPON	addWeaponCargoGlobal
M47 Dragon	CUP_launch_M47	WEAPON	addWeaponCargoGlobal
M72A6	CUP_launch_M72A6	WEAPON	addWeaponCargoGlobal
M72A6 (Special)	CUP_launch_M72A6_Special	WEAPON	addWeaponCargoGlobal
MAAWS	CUP_launch_MAAWS	WEAPON	addWeaponCargoGlobal
Metis AT-13	CUP_launch_Metis	WEAPON	addWeaponCargoGlobal
Mk153 Mod 0 SMAW	CUP_launch_Mk153Mod0	WEAPON	addWeaponCargoGlobal
Mk153 Mod 0 SMAW (Black)	CUP_launch_Mk153Mod0_blk	WEAPON	addWeaponCargoGlobal
NLAW	CUP_launch_NLAW	WEAPON	addWeaponCargoGlobal
Panzerfaust 3 (DM22)	CUP_launch_PzF3	WEAPON	addWeaponCargoGlobal
RPG18	CUP_launch_RPG18	WEAPON	addWeaponCargoGlobal
RPG-26	CUP_launch_RPG26	WEAPON	addWeaponCargoGlobal
RPG-7V2	CUP_launch_RPG7V	WEAPON	addWeaponCargoGlobal
RShG-2	CUP_launch_RShG2	WEAPON	addWeaponCargoGlobal
MAG 60.20	CUP_lmg_FNMAG	WEAPON	addWeaponCargoGlobal
MAG 60.20 (RIS)	CUP_lmg_FNMAG_RIS	WEAPON	addWeaponCargoGlobal
MAG 60.20 (RIS/Plastic)	CUP_lmg_FNMAG_RIS_modern	WEAPON	addWeaponCargoGlobal
L110A2	CUP_lmg_L110A1	WEAPON	addWeaponCargoGlobal
L7A2 GPMG (RIS)	CUP_lmg_L7A2	WEAPON	addWeaponCargoGlobal
L7A2 GPMG	CUP_lmg_L7A2_Flat	WEAPON	addWeaponCargoGlobal
M240G	CUP_lmg_M240	WEAPON	addWeaponCargoGlobal
M240B	CUP_lmg_M240_B	WEAPON	addWeaponCargoGlobal
M240	CUP_lmg_M240_norail	WEAPON	addWeaponCargoGlobal
M249E1	CUP_lmg_M249_E1	WEAPON	addWeaponCargoGlobal
M249E2	CUP_lmg_M249_E2	WEAPON	addWeaponCargoGlobal
M249E2 Para (13.7in.)	CUP_lmg_m249_para	WEAPON	addWeaponCargoGlobal
M249E2 Para M203 (13.7in.)	CUP_lmg_m249_para_gl	WEAPON	addWeaponCargoGlobal
M249 PIP (RIS/18.3 in.)	CUP_lmg_m249_pip1	WEAPON	addWeaponCargoGlobal
M249E2 (RIS/13.7 in.)	CUP_lmg_m249_pip2	WEAPON	addWeaponCargoGlobal
M249 PIP (RIS/PIP Stock)	CUP_lmg_m249_pip3	WEAPON	addWeaponCargoGlobal
M249 PIP (VFG/PIP Stock)	CUP_lmg_m249_pip4	WEAPON	addWeaponCargoGlobal
M249 (Squantoon Special)	CUP_lmg_m249_SQuantoon	WEAPON	addWeaponCargoGlobal
M60	CUP_lmg_M60	WEAPON	addWeaponCargoGlobal
M60E4 (RIS mount)	CUP_lmg_M60E4	WEAPON	addWeaponCargoGlobal
M60E4 (RIS mount/Desert)	CUP_lmg_M60E4_desert	WEAPON	addWeaponCargoGlobal
M60E4 (Jungle/RIS mount)	CUP_lmg_M60E4_jungle	WEAPON	addWeaponCargoGlobal
M60E4	CUP_lmg_M60E4_norail	WEAPON	addWeaponCargoGlobal
M60E4 (Desert)	CUP_lmg_M60E4_norail_desert	WEAPON	addWeaponCargoGlobal
M60E4 (Jungle)	CUP_lmg_M60E4_norail_jungle	WEAPON	addWeaponCargoGlobal
M60E4 (Woodland)	CUP_lmg_M60E4_norail_wood	WEAPON	addWeaponCargoGlobal
M60E4 (RIS mount/Woodland)	CUP_lmg_M60E4_wood	WEAPON	addWeaponCargoGlobal
MG3	CUP_lmg_MG3	WEAPON	addWeaponCargoGlobal
MG3 (RIS)	CUP_lmg_MG3_rail	WEAPON	addWeaponCargoGlobal
Minimi (18.3 in.)	CUP_lmg_minimi	WEAPON	addWeaponCargoGlobal
Minimi (RIS/Solid Stock)	CUP_lmg_minimi_railed	WEAPON	addWeaponCargoGlobal
Minimi Para	CUP_lmg_minimipara	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0	CUP_lmg_Mk48	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0 (Desert)	CUP_lmg_Mk48_des	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0 (w/o heatguard)	CUP_lmg_Mk48_nohg	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0 (w/o heatguard/Desert)	CUP_lmg_Mk48_nohg_des	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0 (w/o heatguard/OD)	CUP_lmg_Mk48_nohg_od	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0 (w/o heatguard/Tan)	CUP_lmg_Mk48_nohg_tan	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0 (w/o heatguard/Woodland)	CUP_lmg_Mk48_nohg_wdl	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0 (OD)	CUP_lmg_Mk48_od	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0 (Tan)	CUP_lmg_Mk48_tan	WEAPON	addWeaponCargoGlobal
Mk 48 Mod 0 (Woodland)	CUP_lmg_Mk48_wdl	WEAPON	addWeaponCargoGlobal
PKP	CUP_lmg_Pecheneg	WEAPON	addWeaponCargoGlobal
PKP (B-50/Grip)	CUP_lmg_Pecheneg_B50_vfg	WEAPON	addWeaponCargoGlobal
PKP (Desert)	CUP_lmg_Pecheneg_desert	WEAPON	addWeaponCargoGlobal
PKP (RIS mount)	CUP_lmg_Pecheneg_top_rail	WEAPON	addWeaponCargoGlobal
PKP (RIS/B-50/Grip)	CUP_lmg_Pecheneg_top_rail_B50_vfg	WEAPON	addWeaponCargoGlobal
PKP (Woodland)	CUP_lmg_Pecheneg_woodland	WEAPON	addWeaponCargoGlobal
PKM	CUP_lmg_PKM	WEAPON	addWeaponCargoGlobal
PKM (B-50/Grip)	CUP_lmg_PKM_B50_vfg	WEAPON	addWeaponCargoGlobal
PKM (Front RIS/B-50/Grip)	CUP_lmg_PKM_front_rail_B50_vfg	WEAPON	addWeaponCargoGlobal
PKM (RIS mount)	CUP_lmg_PKM_top_rail	WEAPON	addWeaponCargoGlobal
PKM (RIS/B-50/Grip)	CUP_lmg_PKM_top_rail_B50_vfg	WEAPON	addWeaponCargoGlobal
PKMN	CUP_lmg_PKMN	WEAPON	addWeaponCargoGlobal
UK Vz.59	CUP_lmg_UK59	WEAPON	addWeaponCargoGlobal
LRTV	CUP_LRTV	ITEM	addItemCargoGlobal
M136	CUP_M136_M	MAGAZINE	addMagazineCargoGlobal
[CSW] M252 Tube Bag	CUP_m252_carry	WEAPON	addWeaponCargoGlobal
[CSW] M2 Gun Bag	CUP_m2_carry	WEAPON	addWeaponCargoGlobal
M60E4 (RIS mount)	CUP_M60A4_EP1	WEAPON	addWeaponCargoGlobal
M72A6 (HEAT) Rocket	CUP_M72A6_M	MAGAZINE	addMagazineCargoGlobal
FFV551 (HEAT) Round	CUP_MAAWS_HEAT_M	MAGAZINE	addMagazineCargoGlobal
FFV502 (HEDP) Round	CUP_MAAWS_HEDP_M	MAGAZINE	addMagazineCargoGlobal
AT-15 Anti-Tank Mine	CUP_Mine_M	MAGAZINE	addMagazineCargoGlobal
TM46 Anti-Tank Mine	CUP_MineE_M	MAGAZINE	addMagazineCargoGlobal
[CSW] MK19 Gun Bag	CUP_MK19_carry	WEAPON	addWeaponCargoGlobal
PBS-1 Silencer	CUP_muzzle_Bizon	ITEM	addItemCargoGlobal
MP5 9mm Flash Hider	CUP_muzzle_fh_MP5	ITEM	addItemCargoGlobal
CSA Muzzle brake	CUP_muzzle_mfsup_CSA	ITEM	addItemCargoGlobal
CSA Muzzle brake (Desert)	CUP_muzzle_mfsup_CSA_desert	ITEM	addItemCargoGlobal
CSA Muzzle brake (Woodland)	CUP_muzzle_mfsup_CSA_woodland	ITEM	addItemCargoGlobal
Flash Hider (5.45x39mm/Black)	CUP_muzzle_mfsup_Flashhider_545x39_Black	ITEM	addItemCargoGlobal
Flash Hider (5.45x39mm/OD)	CUP_muzzle_mfsup_Flashhider_545x39_OD	ITEM	addItemCargoGlobal
Flash Hider (5.45x39mm/Tan)	CUP_muzzle_mfsup_Flashhider_545x39_Tan	ITEM	addItemCargoGlobal
Flash Hider (5.56x45mm/Black)	CUP_muzzle_mfsup_Flashhider_556x45_Black	ITEM	addItemCargoGlobal
Flash Hider (5.56x45mm/OD)	CUP_muzzle_mfsup_Flashhider_556x45_OD	ITEM	addItemCargoGlobal
Flash Hider (5.56x45mm/Tan)	CUP_muzzle_mfsup_Flashhider_556x45_Tan	ITEM	addItemCargoGlobal
Flash Hider (7.62x39mm/Black)	CUP_muzzle_mfsup_Flashhider_762x39_Black	ITEM	addItemCargoGlobal
Flash Hider (7.62x39mm/OD)	CUP_muzzle_mfsup_Flashhider_762x39_OD	ITEM	addItemCargoGlobal
Flash Hider (7.62x39mm/Tan)	CUP_muzzle_mfsup_Flashhider_762x39_Tan	ITEM	addItemCargoGlobal
Flash Hider (7.62x51mm/Black)	CUP_muzzle_mfsup_Flashhider_762x51_Black	ITEM	addItemCargoGlobal
Flash Hider (7.62x51mm/OD)	CUP_muzzle_mfsup_Flashhider_762x51_OD	ITEM	addItemCargoGlobal
Flash Hider (7.62x51mm/Tan)	CUP_muzzle_mfsup_Flashhider_762x51_Tan	ITEM	addItemCargoGlobal
Flash Hider (PK 7.62x54mm/Black)	CUP_muzzle_mfsup_Flashhider_PK_Black	ITEM	addItemCargoGlobal
Flash Hider (PK 7.62x54mm/OD)	CUP_muzzle_mfsup_Flashhider_PK_OD	ITEM	addItemCargoGlobal
Flash Hider (PK 7.62x54mm/Tan)	CUP_muzzle_mfsup_Flashhider_PK_Tan	ITEM	addItemCargoGlobal
Flash hider (Sa vz. 58)	CUP_muzzle_mfsup_flashhider_Sa58	ITEM	addItemCargoGlobal
Flash hider	CUP_muzzle_mfsup_Flashhider_West_Base	ITEM	addItemCargoGlobal
Mk 17 Flash Hider	CUP_muzzle_mfsup_SCAR_H	ITEM	addItemCargoGlobal
Mk 16 Flash Hider	CUP_muzzle_mfsup_SCAR_L	ITEM	addItemCargoGlobal
M107 Suppressor .50 BMG (Black)	CUP_muzzle_mfsup_Suppressor_M107_Black	ITEM	addItemCargoGlobal
M107 Suppressor .50 BMG (Desert)	CUP_muzzle_mfsup_Suppressor_M107_Desert	ITEM	addItemCargoGlobal
M107 Suppressor .50 BMG (Grey)	CUP_muzzle_mfsup_Suppressor_M107_Grey	ITEM	addItemCargoGlobal
M107 Suppressor .50 BMG (Winter)	CUP_muzzle_mfsup_Suppressor_M107_Snow	ITEM	addItemCargoGlobal
M107 Suppressor .50 BMG (Woodland)	CUP_muzzle_mfsup_Suppressor_M107_Woodland	ITEM	addItemCargoGlobal
MAC-10 Suppressor	CUP_muzzle_mfsup_Suppressor_Mac10	ITEM	addItemCargoGlobal
Zendl	CUP_muzzle_mfsup_Zendl	ITEM	addItemCargoGlobal
Zendl (Desert)	CUP_muzzle_mfsup_Zendl_desert	ITEM	addItemCargoGlobal
Zendl (Woodland)	CUP_muzzle_mfsup_Zendl_woodland	ITEM	addItemCargoGlobal
PB 6P9 silencer	CUP_muzzle_PB6P9	ITEM	addItemCargoGlobal
PBS-4 silencer	CUP_muzzle_PBS4	ITEM	addItemCargoGlobal
Sound Suppressor (6.8 SPC)	CUP_muzzle_snds_68SPC	ITEM	addItemCargoGlobal
L115A3 Silencer	CUP_muzzle_snds_AWM	ITEM	addItemCargoGlobal
FAMAS 5.56mm Suppressor (Black)	CUP_muzzle_snds_FAMAS	ITEM	addItemCargoGlobal
FAMAS 5.56mm Suppressor (Arid)	CUP_muzzle_snds_FAMAS_Arid	ITEM	addItemCargoGlobal
FAMAS 5.56mm Suppressor (Woodland)	CUP_muzzle_snds_FAMAS_Wood	ITEM	addItemCargoGlobal
G36 Silencer (Black)	CUP_muzzle_snds_G36_black	ITEM	addItemCargoGlobal
G36 Silencer (Desert)	CUP_muzzle_snds_G36_desert	ITEM	addItemCargoGlobal
G36 Silencer (Hex)	CUP_muzzle_snds_G36_hex	ITEM	addItemCargoGlobal
G36 Silencer (Woodland)	CUP_muzzle_snds_G36_wood	ITEM	addItemCargoGlobal
OTs-14 silencer	CUP_muzzle_snds_groza	ITEM	addItemCargoGlobal
KZRZP (5.45x39mm)	CUP_muzzle_snds_KZRZP_AK545	ITEM	addItemCargoGlobal
KZRZP (5.45x39mm/Desert)	CUP_muzzle_snds_KZRZP_AK545_desert	ITEM	addItemCargoGlobal
KZRZP (5.45x39mm/Woodland)	CUP_muzzle_snds_KZRZP_AK545_woodland	ITEM	addItemCargoGlobal
KZRZP (7.62x39mm)	CUP_muzzle_snds_KZRZP_AK762	ITEM	addItemCargoGlobal
KZRZP (7.62x39mm/Desert)	CUP_muzzle_snds_KZRZP_AK762_desert	ITEM	addItemCargoGlobal
KZRZP (7.62x39mm/Woodland)	CUP_muzzle_snds_KZRZP_AK762_woodland	ITEM	addItemCargoGlobal
KZRZP (PK 7.62x54mm)	CUP_muzzle_snds_KZRZP_PK	ITEM	addItemCargoGlobal
KZRZP (PK 7.62x54mm/Desert)	CUP_muzzle_snds_KZRZP_PK_desert	ITEM	addItemCargoGlobal
KZRZP (PK 7.62x54mm/Woodland)	CUP_muzzle_snds_KZRZP_PK_woodland	ITEM	addItemCargoGlobal
KZRZP (SVD 7.62x54R)	CUP_muzzle_snds_KZRZP_SVD	ITEM	addItemCargoGlobal
KZRZP (SVD 7.62x54R/Desert)	CUP_muzzle_snds_KZRZP_SVD_desert	ITEM	addItemCargoGlobal
KZRZP (SVD 7.62x54R/Woodland)	CUP_muzzle_snds_KZRZP_SVD_woodland	ITEM	addItemCargoGlobal
L85 Silencer	CUP_muzzle_snds_L85	ITEM	addItemCargoGlobal
M110 Suppressor (Tan)	CUP_muzzle_snds_M110	ITEM	addItemCargoGlobal
M110 Suppressor (Black)	CUP_muzzle_snds_M110_black	ITEM	addItemCargoGlobal
M110 Suppressor(Woodland)	CUP_muzzle_snds_M110_woodland	ITEM	addItemCargoGlobal
Silencer (M14)	CUP_muzzle_snds_M14	ITEM	addItemCargoGlobal
QDSS NT4 5.56mm Suppressor (Black)	CUP_muzzle_snds_M16	ITEM	addItemCargoGlobal
QDSS NT4 5.56mm Suppressor (Woodland)	CUP_muzzle_snds_M16_camo	ITEM	addItemCargoGlobal
QDSS NT4 5.56mm Suppressor (Coyote)	CUP_muzzle_snds_M16_coyote	ITEM	addItemCargoGlobal
QDSS NT4 5.56mm Suppressor (Desert)	CUP_muzzle_snds_M16_desert	ITEM	addItemCargoGlobal
M3A1 OSS Suppressor (Grey)	CUP_muzzle_snds_M3A1	ITEM	addItemCargoGlobal
M3A1 OSS Suppressor (Black)	CUP_muzzle_snds_M3A1_blk	ITEM	addItemCargoGlobal
M3A1 OSS Suppressor (Green)	CUP_muzzle_snds_M3A1_grn	ITEM	addItemCargoGlobal
M3A1 OSS Suppressor (Sand)	CUP_muzzle_snds_M3A1_snd	ITEM	addItemCargoGlobal
Silencer (M9)	CUP_muzzle_snds_M9	ITEM	addItemCargoGlobal
